CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
2888,'TECLADO ESPA.GENIU','21/01/2009','46.00','0.00','46.00',36,'1.28',36
2934,'CPU INTEL DUAL COR','05/03/2009','1.176.80','1.176.48','0.32',36,'32.69',0
2937,'CPU INTEL DUAL COR','05/03/2009','1.176.80','1.176.48','0.32',36,'32.69',0
2945,'COPM.PORTATIL-PP28','05/03/2009','6.800.00','0.00','6.800.00',36,'188.89',36
2946,'LAPTO DELL PP28','05/03/2009','6.800.00','0.00','6.800.00',36,'188.89',36
2947,'CPU DUAL CORE 2.20','16/03/2009','1.541.00','0.00','1.541.00',36,'42.81',36
2948,'TECLADO GENIUS KB2','16/03/2009','41.00','0.00','41.00',36,'1.14',36
2950,'TECLADO GENIUS KB2','16/03/2009','41.00','0.00','41.00',36,'1.14',36
2951,'TECLADO GENIUS KB2','16/03/2009','41.00','0.00','41.00',36,'1.14',36
2953,'TECLADO GENIUS KB2','16/03/2009','41.00','0.00','41.00',36,'1.14',36
2955,'TECLADO GENIUS KB2','16/03/2009','55.00','0.00','55.00',36,'1.53',36
2956,'MOUSE GENIUS OPTIC','16/03/2009','29.00','0.00','29.00',36,'0.81',36
2957,'MOUSE GENIUS OPTIC','16/03/2009','29.00','0.00','29.00',36,'0.81',36
2959,'MOUSE GENIUS OPTIC','16/03/2009','29.00','0.00','29.00',36,'0.81',36
2963,'REG.DE VOLTAJE 100','16/03/2009','53.00','45.57','7.43',36,'1.47',5
2964,'PEN DRIVE 8GB KING','16/03/2009','110.00','0.00','110.00',36,'3.06',36
2965,'PEN DRIVE 8GB KING','16/03/2009','110.00','0.00','110.00',36,'3.06',36
2966,'PEN DRIVE 8GB KING','16/03/2009','110.00','0.00','110.00',36,'3.06',36
2967,'PEN DRIVE 8GB KING','16/03/2009','110.00','0.00','110.00',36,'3.06',36
2999,'CALC.CANON 14 DIG.','14/04/2009','283.00','0.00','283.00',36,'7.86',36
3000,'CALC.CANON 14 DIG.','14/04/2009','283.00','0.00','283.00',36,'7.86',36
3005,'FAX CANON L-80 CA','16/04/2009','1.113.00','0.00','1.113.00',36,'30.92',36
3039,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3040,'CALC.CANON 14 DIG.','12/05/2009','282.50','282.24','0.26',36,'7.85',0
3042,'BATERIA DUNCAN 24M','01/05/2009','625.01','624.96','0.05',36,'17.36',0
3043,'BATERIA DUNCAN 24M','01/05/2009','625.00','624.96','0.04',36,'17.36',0
3044,'TARJ. DE RED INALA','01/05/2009','270.64','270.36','0.28',36,'7.52',0
3047,'TECLADO USB FLEXIB','01/05/2009','79.46','79.20','0.26',36,'2.21',0
3058,'LECTOR CODIGO DE B','01/06/2009','348.21','348.12','0.09',36,'9.67',0
3059,'TECLADO FLEXIBLE','01/06/2009','84.82','84.60','0.22',36,'2.36',0
3074,'CPU INTEL DUAL E52','02/07/2009','1.642.85','0.00','1.642.85',36,'45.63',36
3075,'MONITOR LCD 19" LG','02/07/2009','883.92','0.00','883.92',36,'24.55',36
3077,'REG.VOLTAJE PCG 12','02/07/2009','62.77','0.00','62.77',36,'1.74',36
3078,'REG.VOLTAJE PCG 12','02/07/2009','62.77','0.00','62.77',36,'1.74',36
3080,'TECLADO KBC100 GEN','02/07/2009','66.07','0.00','66.07',36,'1.84',36
3081,'TECLADO KBC100 GEN','02/07/2009','66.07','0.00','66.07',36,'1.84',36
3083,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3084,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3085,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3086,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3087,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3088,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3089,'MOUSE GENIUS OPTIC','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3090,'TECLADO KB 220e GE','02/07/2009','66.96','0.00','66.96',36,'1.86',36
3091,'TECLADO KB 220e GE','02/07/2009','66.96','55.80','11.16',36,'1.86',6
3092,'MOUSE GENIUS OP US','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3093,'MOUSE GENIUS OP US','02/07/2009','28.57','0.00','28.57',36,'0.79',36
3096,'CPU UNTEL DUAL E52','02/07/2009','1.642.85','0.00','1.642.85',36,'45.63',36
3125,'MINI LAPTO NEGRA A','01/08/2009','2.588.39','2.228.59','359.80',36,'71.90',5
3126,'MINI LAPTO AZUL AC','01/08/2009','2.588.39','0.00','2.588.39',36,'71.90',36
3137,'FAX CANON JX-300','19/08/2009','1.354.00','0.00','1.354.00',36,'37.61',36
3141,'LECTOR DE COD.USB','18/09/2009','392.86','0.00','392.86',36,'10.91',36
3142,'PATCH PANEL 24P.19','18/09/2009','276.79','0.00','276.79',36,'7.69',36
3143,'SWITCH 8 PTOS.LANP','18/09/2009','160.71','0.00','160.71',36,'4.46',36
3158,'MINI LAPTO ACER AZ','01/10/2009','2.758.92','0.00','2.758.92',36,'76.64',36
3159,'MINI LAPTO ACER RO','01/10/2009','2.758.92','0.00','2.758.92',36,'76.64',36
3160,'MINI LAPTO ACER BL','01/10/2009','2.758.92','0.00','2.758.92',36,'76.64',36
3161,'MINI LAPTO ACER AZ','02/10/2009','2.758.92','0.00','2.758.92',36,'76.64',36
3167,'CPU WESTER DIG.160','14/10/2009','1.780.55','0.00','1.780.55',36,'49.46',36
3168,'MONITOR 17" SAMSUN','14/10/2009','935.00','0.00','935.00',36,'25.97',36
3169,'MONITOR 17" SAMSUN','14/10/2009','935.00','0.00','935.00',36,'25.97',36
3170,'CPU INTEL D/C E520','21/10/2009','1.830.34','0.00','1.830.34',36,'50.84',36
3171,'CPU INTEL D/C E520','21/10/2009','1.830.34','0.00','1.830.34',36,'50.84',36
3172,'UPS 750 VA TRIPP*L','21/10/2009','535.71','0.00','535.71',36,'14.88',36
3174,'MOUSE OPTICO PS/2','02/07/2009','1.00','0.00','1.00',36,'0.03',36
3185,'CAMARA DIG.+MEMO.2','01/12/2009','1.00','0.00','1.00',36,'0.03',36
3200,'CAMARA DIG.+MEMO.2','01/12/2009','1.00','0.00','1.00',36,'0.03',36
3201,'CAMARA DIG.+MEMO.2','01/12/2009','1.00','0.00','1.00',36,'0.03',36
3215,'BATERIA 34MR 850AM','10/11/2009','607.15','0.00','607.15',36,'16.87',36
3216,'BATERIA 34MR 850AM','10/11/2009','607.15','0.00','607.15',36,'16.87',36
3224,'REG.VILTAJE 2000VA','24/11/2009','662.60','0.00','662.60',36,'18.41',36
3272,'MODEM HUAWEI E1552','09/02/2010','356.25','0.00','356.25',36,'9.90',36
3276,'TESTER MANHATHAN C','01/02/2010','383.42','0.00','383.42',36,'10.65',36
3282,'MOUSE USB MINI RET','01/02/2010','66.96','0.00','66.96',36,'1.86',36
3285,'CALC.CASIO FR-2650','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3286,'CAL.CANON MP11DX','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3289,'MAQUINA DE ESCRIBI','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3303,'DVD SONY+CTRL.DVP-','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3316,'CALC.CANON 12 MP11','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3318,'CALC.CANON 12 MP11','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3319,'CALC.CASIO DE MANO','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3320,'CALC.CASIO DE MANO','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3321,'CALC.CASIO DE MANO','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3322,'CAMARA DIG.KODAKEA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3333,'CORNETAS SPEED MUL','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3334,'CORNETAS NEGRO Y G','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3335,'CORNETAS NEGRO Y G','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3336,'CORNETAS NEGRO Y G','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3337,'CORNETAS GENIUS/CP','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3338,'CPU LENOVO','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3339,'CPU LENOVO','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3340,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3342,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3343,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3344,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3345,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3346,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3347,'CPU INTEL NEGRO/GR','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3348,'DATA SWITCH D-LINK','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3350,'IMP.EPSON LX-300','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3351,'IMP.HP LASERJET 10','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3353,'IMP.MULTIFUN.HPC31','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3354,'SWITCH LAMPRO 10/1','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3355,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3357,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3358,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3361,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3362,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3363,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3364,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3365,'MONITOR LCD 17"PLA','20/02/2010','1.00','0.00','1.00',36,'0.03',36
3366,'MOUSE LENOVO 2B','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3367,'MOUSE NEGRO BENQ 2','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3369,'MOUSE NEGRO BENQ 2','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3370,'MOUSE NEGRO BENQ 2','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3371,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3372,'REG.VILTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3373,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3374,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3375,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3376,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3377,'REG.VOLTAJE KODE','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3378,'ROUTER BELKIN 8-PO','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3379,'FIREWALL CYBER GUA','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3380,'ROUTER LINKSYS','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3381,'TECLADO LENOVO','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3382,'TECLADO LENOVO','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3383,'TECLADO LOGITECH','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3387,'TECLADO NEGRO BENQ','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3388,'TECLADO NEGRO GENI','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3389,'TECLADO NEGRO BENQ','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3391,'TECLADO NEGRO BENQ','22/02/2010','1.00','0.00','1.00',36,'0.03',36
3397,'ANTENA BIPOLAR D-L','05/03/2010','315.00','0.00','315.00',36,'8.75',36
3399,'SWITCH 24P.10/100L','01/03/2010','580.36','0.00','580.36',36,'16.12',36
3403,'MOUSE LOG.USB/PS2','11/03/2010','91.74','0.00','91.74',36,'2.55',36
3404,'LAPTO TOSHIBA SATE','05/04/2010','5.610.05','0.00','5.610.05',36,'155.83',36
3405,'MINI LAP.AS1410-23','05/04/2010','3.238.30','2.878.40','359.90',36,'89.95',4
3406,'MINI LAP.AS5738-63','05/04/2010','4.884.48','0.00','4.884.48',36,'135.68',36
3407,'MINI LAP.10.1" NEG','05/04/2010','2.270.96','0.00','2.270.96',36,'63.08',36
3418,'REG.RLS VOLT.2000V','05/04/2010','730.77','0.00','730.77',36,'20.30',36
3468,'BATERIA 110 AMP.','01/05/2010','803.57','0.00','803.57',36,'22.32',36
3469,'BATERIA 110 AMP.','01/05/2010','803.57','0.00','803.57',36,'22.32',36
3470,'BATERIA 110 AMP.','01/05/2010','803.57','0.00','803.57',36,'22.32',36
3471,'BATERIA 110 AMP.','01/05/2010','803.57','0.00','803.57',36,'22.32',36
3472,'BATERIA DUNCAN','01/05/2010','1.383.93','0.00','1.383.93',36,'38.44',36
3522,'LAPTO ACER AS1410','09/05/2010','4.190.00','0.00','4.190.00',36,'116.39',36
3523,'LAPTO ACER AS1410','09/05/2010','4.190.00','0.00','4.190.00',36,'116.39',36
3524,'IMP.EPSON FX-890','09/05/2010','2.889.00','0.00','2.889.00',36,'80.25',36
3525,'IMP.EPSON FX-890','09/05/2010','2.889.00','0.00','2.889.00',36,'80.25',36
3540,'CONTROL DE ACCESO','21/05/2010','2.312.50','0.00','2.312.50',36,'64.24',36
3626,'POCKET MC5040 MOTO','08/06/2010','1.300.00','0.00','1.300.00',36,'36.11',36
3627,'IMP.EPSON FX-890','29/06/2010','4.370.00','0.00','4.370.00',36,'121.39',36
3628,'IMP.EPSON FX-890','29/06/2010','4.370.00','0.00','4.370.00',36,'121.39',36
3629,'IMP.EPSON FX-890','29/06/2010','4.370.00','0.00','4.370.00',36,'121.39',36
3641,'CONTROL DE ACCESO','01/07/2010','2.450.00','0.00','2.450.00',36,'68.06',36
3652,'REG.VOLT.2000VA/12','02/07/2010','819.85','0.00','819.85',36,'22.77',36
3657,'CPU INTEL D/C.2.70','10/07/2010','2.183.03','0.00','2.183.03',36,'60.64',36
3658,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3661,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3662,'TECLADO OMAGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3663,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3664,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3665,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3667,'TECLADO OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3668,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3669,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3671,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3672,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3674,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3675,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3677,'MOUSE OMEGA PS2','10/07/2010','40.18','0.00','40.18',36,'1.12',36
3678,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3679,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3681,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3682,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3683,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3684,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3685,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3687,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
3688,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3689,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3690,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3691,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3692,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3693,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3694,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3695,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3697,'MOUSE OMEGA USB','10/07/2010','31.25','0.00','31.25',36,'0.87',36
3714,'LAPTO SIRAGON ML62','23/07/2010','3.214.29','0.00','3.214.29',36,'89.29',36
3715,'LAPTO SIRAGON ML62','23/07/2010','3.214.29','0.00','3.214.29',36,'89.29',36
3769,'IMP.EPSON FX-890','07/09/2010','5.600.00','0.00','5.600.00',36,'155.56',36
3772,'ROUTER D-LINK WIRE','07/09/2010','1.699.00','0.00','1.699.00',36,'47.19',36
3792,'CPU DUAL CORE 2.40','21/08/2010','2.191.96','0.00','2.191.96',36,'60.89',36
3794,'CPU DUAL CORE 2.40','21/08/2010','2.191.96','0.00','2.191.96',36,'60.89',36
3797,'TECLADO OMEGA PS/2','21/08/2010','49.25','0.00','49.25',36,'1.37',36
3799,'MOUSE OMEGA PS/2','21/08/2010','31.37','0.00','31.37',36,'0.87',36
3802,'REG.VOLT.OMEGA 6TO','21/08/2010','71.43','0.00','71.43',36,'1.98',36
3803,'REG.VOLT.OMEGA 6TO','21/08/2010','71.43','0.00','71.43',36,'1.98',36
3903,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3904,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3905,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3906,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3907,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3908,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3909,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3910,'COMP.HP TDU.M5225l','20/09/2010','9.588.00','0.00','9.588.00',36,'266.33',36
3911,'REG. 1000VA 6 TOMA','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3912,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3913,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3914,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3915,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3916,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3917,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3918,'REG.1000VA 6 TOMAS','20/09/2010','108.00','0.00','108.00',36,'3.00',36
3919,'SWITCH D-LINK 4 PT','20/09/2010','460.00','0.00','460.00',36,'12.78',36
3920,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3921,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3922,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3923,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3924,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3925,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3926,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3927,'TECLADO HP KG-0851','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3928,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3929,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3930,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3931,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3932,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3933,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3934,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3935,'MOUSE HP MG0856','20/09/2010','1.00','0.00','1.00',36,'0.03',36
3938,'CONTROL ACCESO TC5','09/09/2010','2.550.00','0.00','2.550.00',36,'70.83',36
3939,'CONTROL ACCESO TC5','09/09/2010','2.550.00','0.00','2.550.00',36,'70.83',36
3942,'PROYECTOR S8 EPSON','27/09/2010','6.520.00','0.00','6.520.00',36,'181.11',36
3943,'PROYECTOR S8+ EPSO','27/09/2010','6.520.00','0.00','6.520.00',36,'181.11',36
3950,'TEATRO CASERO 300W','01/10/2010','1.419.64','0.00','1.419.64',36,'39.43',36
3954,'CPU CORE DUO 2.93G','01/11/2010','3.381.94','0.00','3.381.94',36,'93.94',36
3955,'CPU CORE DUO 2.93G','01/11/2010','3.381.94','0.00','3.381.94',36,'93.94',36
3956,'CPU CORE DUO 2.93G','01/11/2010','3.381.94','0.00','3.381.94',36,'93.94',36
3957,'CPU CORE DUO 2.93G','01/11/2010','3.381.94','0.00','3.381.94',36,'93.94',36
3959,'TECLADO OMAGA KB21','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3960,'TECLADO OMAGA KB21','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3961,'TECLADO OMAGA KB21','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3967,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3968,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3969,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3970,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3971,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3972,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
3973,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3975,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3976,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3977,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3978,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3979,'REG.VOLT.FORZA 120','01/11/2010','80.36','0.00','80.36',36,'2.23',36
3980,'MONITOR LCD 18.5"','01/11/2010','1.062.50','0.00','1.062.50',36,'29.51',36
3981,'MONITOR LCD 18.5"','01/11/2010','1.062.50','0.00','1.062.50',36,'29.51',36
4026,'LAPTO ACER AS4732Z','08/12/2010','6.180.00','0.00','6.180.00',36,'171.67',36
4027,'LAPTO ACER AS4732Z','08/12/2010','6.180.00','0.00','6.180.00',36,'171.67',36
4044,'MONITOR LCD 18.5"','04/12/2010','1.000.00','0.00','1.000.00',36,'27.78',36
4051,'REG.VOL.FORZA NEG','04/12/2010','80.36','0.00','80.36',36,'2.23',36
4061,'MOUSE OMEGA','04/12/2010','1.00','0.00','1.00',36,'0.03',36
4066,'MOUSE','04/12/2010','1.00','0.00','1.00',36,'0.03',36
4067,'MOUSE','04/12/2010','1.00','0.00','1.00',36,'0.03',36
4073,'CORNETAS','04/12/2010','1.00','0.00','1.00',36,'0.03',36
4074,'CORNETAS','04/12/2010','1.00','0.00','1.00',36,'0.03',36
4084,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4087,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4088,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4089,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4090,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4098,'SWITCH 24PTO.D-LIN','06/12/2010','802.68','0.00','802.68',36,'22.30',36
4110,'KIT WIRELESS USB-V','01/01/2011','558.96','0.00','558.96',36,'15.53',36
4111,'KIT WIRELESS USB-V','01/01/2011','558.96','0.00','558.96',36,'15.53',36
4112,'KIT WIRELESS USB-V','01/01/2011','558.96','0.00','558.96',36,'15.53',36
4113,'VPN SECURITY FIREW','01/01/2011','607.09','0.00','607.09',36,'16.86',36
4114,'VPN SECURITY FIREW','01/01/2011','607.09','0.00','607.09',36,'16.86',36
4115,'VPN SECURITY FIREW','01/01/2011','607.09','0.00','607.09',36,'16.86',36
4130,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4131,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4132,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4135,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4136,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4137,'CPU INTEL CORE I3','01/02/2011','3.316.93','0.00','3.316.93',36,'92.14',36
4138,'MONITOR  LCD 18.5"','01/02/2011','1.107.14','0.00','1.107.14',36,'30.75',36
4146,'LAPTO SIRAGON 4GB','01/02/2011','4.866.08','0.00','4.866.08',36,'135.17',36
4147,'LAPTO SIRAGON 4GB','01/02/2011','4.866.08','0.00','4.866.08',36,'135.17',36
4150,'IMP.CANON MP250 MU','01/02/2011','415.18','0.00','415.18',36,'11.53',36
4151,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4152,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4153,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4154,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4155,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4156,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
4157,'REG.VOLT.FORZA 120','01/02/2011','80.36','0.00','80.36',36,'2.23',36
