EM0,PV0,PV1,PV2,PV3,PV4,PV5
'K','K014    ','CVG ALUMINIO DE CARABOBO S.A. ','URB.INDUSTRIAL CARIBE CARRETE ','RA NACIONAL GUACARA ESTADO    ','CARABOBO                      ','J-301663004    '
'K','K016    ','EMBOTELLADORA TEREPAIMA C.A.  ','CALLE GUILLERMO ALVIZU C/CALLE','SAN RAFAEL QTA S/N URB.LA MATA','CABUDARE  BARQUISIMETO        ','J-075009630    '
'K','K017    ','GENERAL DE ALIMENTOS NISA C.A.','AVENIDA 70 ZONA INDUSTRIAL II ','ENTRE CALLES 150 Y 151        ','MARACAIBO EDO. ZULIA          ','J-070002522    '
'K','K022    ','ECOGRASAS C.A.                ','CALLE 4 PARCELA N*C ZONA PARQU','E INDUSTRIAL MUNICIPAL 1 ETAPA','TINAQUILLO EDO COJEDES        ','J-29801313-3   '
'K','K038    ','PRODUCTOS FAMILIA  S.A.       ','Carret. Guatire Caucagua Zona ','Indust.Terrinca Sector El Des-','vio galpones 3-4 Edo.Miranda  ','J-30756029-1   '
'K','K040    ','FABRICA BRILUX  C.A.          ','URB INDUSTRIAL ESTE PARC F 15 ','MANZANA F LOTE 1 AV N# 1      ','GUARENAS EDO MIRANDA          ','J-30091423-2   '
'K','K075    ','COMERCIAL EL TRENTINO C.A.    ','CARRETERA PANAMERICANA KM.495 ','VIA LARA TRUJILLO CARORA      ','EDO LARA                      ','J-300242536    '
'K','K090    ','INPROA RRC C.A.               ','O/C NUMERO:                   ','057491                        ','                              ','J-30827011-3   '
'K','K120    ','INDUSTRIALIZACIONES FARALLON  ','AVENIDA PRINCIPAL LOS MESONES ','MULTICENTRO EMPRESARIAL       ','MESONES LOCAL N*3 BARCELONA   ','J-00085667-2   '
'K','K165    ','MULTIPHONE VENEZUELA  C.A.    ','Av San Francisco torre Califor','nia  piso I  Ofic IA.         ','Caracas.                      ','J-30689329-6   '
'K','K233    ','MEAD JOHNSON NUTRITION VZLA SC','CALLE BERNARDETTE EDIF.BRISTOL','MYERS DE VZLA PB.URB.LOS CORTI','JOS DE LOURDES CARACAS        ','J-29696136-0   '
'K','K236    ','CADBURY ADAMS S.A.            ','AV.FRANCISCO DE MIRANDA EDIF. ','CENTRO SEGUROS SUDAMERICA PISO','1 OF.1 URB.EL ROSAL CARACAS   ','J-00000471-4   '
'K','K370    ','ETHNOR FARMACEUTICA S.A       ','AV ROMULO GALLEGOS LOS DOS    ','CAMINOS EDIF. JHONNSON        ','JHONNSON PISO 7 CARACAS       ','J-00012801-4   '
'K','K371    ','EVEREADY DE VENEZUELA  C.A.   ','AV. GUAICAIPURO URB EL ROSAL  ','EDIF TORRE FORUM PISO 1       ','OFIC 1-B. CARACAS.            ','00037427-9     '
'K','K374    ','PRODUCTOS YUPI C.A.           ','AV.ABRAHAM LINCOLN EDIF.CENTUM','6 OF.B URB.SABANA GRANDE      ','CARACAS                       ','J-30665572-7   '
'K','K375    ','ALINA FOODS C.A.              ','CTRA PANAMERICANA KM.6 PLANTA ','ALINA SECTOR CANO EL TIGRE ZEA','EDO MIRANDA                   ','J-30503654-3   '
'K','K380    ','PROAGRO C.A.                  ','AV.EUGENIO MENDOZA EDIF.PROTIN','NAL FTE STADIUM JOSE BERNARDO ','PEREZ VALENCIA EDO CARABOBO   ','J-00103686-5   '
'K','K387    ','IMP.DE ALIMENTOS BEKA C.A.    ','CALLE SAN RAFAEL CASA NRO. 64 ','SECTOR STA.TERESA DEL TUY     ','                              ','J-30642410-5   '
'K','K388    ','PROCTER & GAMBLE DE VENEZUELA ','O/C NUMERO:                   ','057725                        ','                              ','00037427-9     '
'K','K389    ','PROCTER & GAMBLE DE VENEZUELA ','PLAZA VENEZUELA LOS CAOBOS  ED','030031                        ','                              ','J-30810986-0   '
'K','K392    ','NORDIK QUIMICA DE VZLA.  C.A. ','ZONA IND. GUAYABAL  CALLE C   ','PARCELA # 25  DETRAS DE AGUA M','LOS ALPES  GUARENAS - MIRANDA ','J-30044950-5   '
'K','K393    ','OIL S.A.                      ','AV.ABRAHAN LINCOLN URB.SABANA ','GRANDE TORRE DOMUS PISO 16    ','CARACAS                       ','J-30735353-8   '
'K','K396    ','PAPELES VENEZOLANOS C.A       ','CALLE LAS MERCEDES ENTRE CALLE','GUAICAIPURO Y CARABOBO EDIF   ','SORUM PISO 8 EL ROSAL.CARACAS ','J-075883098    '
'K','K405    ','"FUNDAMERCADO"                ','SAN JUAN DE LOS MORROS        ','EDO GUARICO                   ','                              ','G-20001358-3   '
'M','M002    ','GRASACA GRASAS SAN CARLOS     ','AV.LA SALLE TORRE PHELPS PISO ','14 OFICINA A Y C              ','CARACAS                       ','J-31104331-4   '
'M','M003    ','ALIMENTOS NATROPIC S.A.       ','URB.INDUSTRIAL LA QUIZANDA AVE','CIRCUNVALACIONGALPON N* 107   ','VALENCIA EDO CARABOBO         ','J-30717543-5   '
'M','M005    ','AVECAISA                      ','Av. LIBERTADOR MULTICENTRO    ','EMPRESARIAL DEL ESTE EDIF MIR.','PISO 9 OFIC 93 CHACAO-CARACAS ','J-08521486-0   '
'M','M006    ','ALIMENTOS KELLOGG  S.A.       ','FINAL AV. BOLIVAR ESTE #52    ','SAN JACINTO  MARACAY EDO.     ','ARAGUA                        ','J-0000-1021-8  '
'M','M007    ','COMERC.DE ALIMENTOS VALFA C.A.','CALLE NEGRO PRIMERO C/AV SUCRE','CASA N*4-4 SECTOR SAN JOAQUIN ','SAN JOAQUIN EDO CARABOBO      ','J-301936167    '
'M','M008    ','CORPORACION MM&SI2008 C.A.    ','AV.LARA CON CALLE CARABOBO Y  ','SOUBLETTE C.C.GRAN BAZAR NIVEL','P.B. LOCAL 2  VALENCIA        ','J-29795414-5   '
'M','M009    ','CAIP                          ','AVENIDA CARUPANO CAIGUIRE     ','CUMANA EDO SUCRE              ','                              ','J-00019463-7   '
'M','M013    ','DEL MONTE ANDINA C.A.         ','AV.PROLONGACION AV.BERMUDEZ   ','EDIF.PLANTA BAJA PISO 1 LOCAL1','ZONA IND.TURMERO EDO ARAGUA   ','J-30546458-8   '
'M','M014    ','CVG ALUMINIO DE CARABOBO S.A. ','URB.INDUSTRIAL CARIBE CARRETE ','RA NACIONAL GUACARA ESTADO    ','CARABOBO                      ','J-301663004    '
'M','M015    ','DIST. DE ALIMENTOS LAS NUBES C','CALLE SUCRE ENTRE DIAZ MORENO ','DE OCA  SECTOR LA CANDELARIA  ','C.C. DON EDUARDO  LOCAL 1 Y 2 ','J-30635251-1   '
'M','M016    ','PRODUCTOS DALVI C.A.          ','Zona Industrial 1 etapa       ','calle 139.                    ','Maracaibo-Edo-Zulia.          ','J-075009630    '
'M','M022    ','ECOGRASAS C.A.                ','CALLE 4 PARCELA N*C ZONA PARQU','E INDUSTRIAL MUNICIPAL 1 ETAPA','TINAQUILLO EDO COJEDES        ','J-29801313-3   '
'M','M023    ','ACEGRASAS  C.A.               ','AVENIDA LIBERTADOR EDIFICIO   ','PISO 04 CHACAO CARACAS        ','                              ','J-000110514    '
'M','M029    ','EMBOTELLADORA TEREPAIMA  C.A. ','AV. DR. GUILLERMO ALVIZU  CON ','CALLE SAN RAFAEL  CABUDARE    ','EDO. LARA                     ','J-075009630    '
'M','M038    ','PRODUCTOS FAMILIA  S.A.       ','Carretera Guatire Caucagua Zo-','na Indst.Terrinca Sector El   ','Desvio Galpnes 3/4 Edo..Mirand','J-30756029-1   '
'M','M040    ','FABRICA BRILUX  C.A.          ','URB INDUSTRIAL ESTE PARC F 15 ','MANZANA F LOTE 1 AV N# 1      ','GUARENAS EDO MIRANDA          ','J-30091423-2   '
'M','M067    ','COPACKING DE VENEZUELA        ','O/C NUMERO:                   ','000550                        ','                              ','J-00017602-7   '
'M','M069    ','CAIGUA  C.A.                  ','ZONA  INDUSTRIAL TRICENTENARIA','ALTAGRACIA DE ORITUCO  EDO    ','GUARICO                       ','J-06001205-8   '
'M','M070    ','COMERCIALIZACION  CENTRAL  S.A','CARRETERA NACIONAL LA         ','ENCRUCIJADA SAN MATEO EDO     ','ARAGUA                        ','J-06001205-8   '
'M','M075    ','COMERCIAL EL TRENTINO C.A.    ','CARRETERA PANAMERICANA KM.495 ','VIA LARA TRUJILLO CARORA      ','EDO LARA                      ','J-300242536    '
'M','M076    ','C.A. CENTRAL LA PASTORA       ','CARRETERA PANAMERICANA VIA    ','LARA TRUJILLO Km. 495  LA     ','PASTORA                       ','J-00006277-3   '
'M','M080    ','HARIPESCA C.A                 ','ZONA INDUSTRIAL GALPON N 23   ','CARUPANO-EDO-SUCRE            ','                              ','J-30252828-3   '
'M','M085    ','DISTRIBUIDORA SAL BAHIA  C.A. ','SECTOR LOS POTOCOS CERCA      ','DEL CEMENTERIO NUEVO          ','                              ','J-00006277-3   '
'M','M090    ','INPROA RR  C.A.               ','CARRETERA ARAURE AGUA BCA SECT','POTRERO DE ARMO VIA FERROCARRI','L  ARAURE-Edo. PORTUGUESA     ','J-30827011-3   '
'M','M092    ','DISTRIBUIDORA COCOFRUT  C.A.  ','RESIDENCIAS SUR ALTAMIRA      ','PRIMER PISO N 12 CARACAS      ','                              ','J-00006277-3   '
'M','M095    ','DISTRIBUIDORA SARDE  C.A.     ','O/C NUMERO:                   ','003532                        ','                              ','J-00006277-3   '
'M','M120    ','INDUSTRIALIZACIONES FARALLON  ','AVENIDA PRINCIPAL LOS MESONES ','                              ','MESONES LOCAL N*3 BARCELONA   ','J-00085667-2   '
'M','M150    ','EVEREADY DE VENEZUELA C.A.    ','AV. VENEZUELA EDIF. UNION CAR-','BIDE. EL ROSAL. CARACAS       ','                              ','J-00006277-3   '
'M','M155    ','** MONCAMAR **                ','O/C NUMERO:                   ','068572                        ','                              ','J-00006277-3   '
'M','M160    ','GALLETERA LA CRUZ C.A.        ','AVENIDA INTERCOMUNAL SECTOR   ','LAS GARZAS BARCELONA          ','                              ','J-00006277-3   '
'M','M165    ','MULTIPHONE VENEZUELA  C.A.    ','Av San Francisco torre Califor','nia  piso I  ofic IA.         ','Caracas.                      ','J-30689329-6   '
'M','M171    ','NESTLE VENEZUELA  S.A.        ','PLAZA VENEZUELA LOS CAOBOS  ED','POLAR PLANTA BAJA  CARACAS    ','                              ','J-00012926-6   '
'M','M180    ','INDUGRAM  C.A.                ','ZONA INDUSTRIAL CORPOINDUSTRIA','GALPON 63                     ','                              ','J-30612222-2   '
'M','M190    ','ALMACENADORA ASOPORTUGUESA C.A','AV. LOS AGRICULTORES FRENTE AL','COMANDO DE LA GUARDIA NACIONAL','ARAURE EDO. PORTUGUESA        ','J-00012926-6   '
'M','M201    ','MOLINOS NACIONALES C.A.       ','ZONA INDUSTRIAL LOS MEZONES   ','SECTOR PUENTE AYALA  SECTOR   ','FUTURO GALPON NRO. 2          ','J-00012926-6   '
'M','M202    ','LA LUCHA  C.A.                ','1ra. AVENIDA #15  PARQUE IND. ','INDUSTRIAL EL TIGRE GUACARA   ','EDO. CARABOBO                 ','J-07507456-4   '
'M','M203    ','LA LUCHA  C.A.                ','AV. PEDRO RUSSO FERRER  EDIF. ','AGROMIL 1  URB. EL TAMBOR  LOS','TEQUES EDO. MIRANDA           ','J-00021319-4   '
'M','M210    ','LACTEOS SAN SIMON             ','O/C NUMERO:                   ','009825                        ','                              ','J-00021319-4   '
'M','M233    ','MEAD JOHNSON NUTRITION VZLA SC','CALLE BERNARDETTE EDIF.BRISTOL','MYERS DE VZLA PB.URB.LOS CORTI','JOS DE LOURDES CARACAS        ','J-29696136-0   '
'M','M235    ','KRAFT FOODS VENEZUELA C.A.    ','AV.FRANCISCO DE MIRANDA EDIF. ','SEGUROS VENEZUELA PISO 2 OFIC.','P2 URB.CAMPO ALEGRE CARACAS   ','J-30131018-7   '
'M','M236    ','CADBURY ADAMS S.A.            ','O/C NUMERO:                   ','105611                        ','                              ','J-00000471-4   '
'M','M237    ','PROMOTORA CADBURY ADAMS C.A   ','O/C NUMERO:                   ','112162                        ','                              ','J-31085464-5   '
'M','M360    ','PHARSANA DE VENEZUELA C.A     ','URBANIZACION EL RECREO VIA FLO','R AMARILLO EDIF.CHICCO VALENCI','A EDO CARABOBO                ','J-08502021-7   '
'M','M370    ','ETHNOR FARMACEUTICA S.A       ','AV ROMULO GALLEGOS LOS DOS    ','CAMINOS EDIF  JHONNSON &      ','JHONNSON PISO 7 CARACAS       ','J-00012801-4   '
'M','M371    ','EVEREADY DE VENEZUELA  C.A.   ','AV. GUAICAIPURO URB EL ROSAL  ','EDIF TORRE FORUM PISO 1       ','OFIC 1-B. CARACAS.            ','J-00037427-9   '
'M','M375    ','PRODUCTOS LA FINA C.A.        ','ZONA INDUSTRIAL CORPOINDUSTRIA','GALPON E-4                    ','TINAQUILLO EDO COJEDES        ','J-08502021-7   '
'M','M380    ','PROAGRO C.A.                  ','AV.EUGENIO MENDOZA EDIF.PROTI-','NAL FTE STADIUM JOSE BERNARDO ','PEREZ VALENCIA EDO CARABOBO   ','J-00103686-5   '
'M','M381    ','PET FOOD DE  VENEZUELA   C.A. ','ZONA INDUSTRIAL EL LOQUE      ','EDO GUARICO                   ','                              ','J-08502021-7   '
'M','M387    ','IMP.DE ALIMENTOS BEKA C.A.    ','CALLE SAN RAFAEL CASA NRO. 64 ','SECTOR STA.TERESA DEL TUY     ','                              ','J-30642410-5   '
'M','M388    ','PROCTER & GAMBLE DE VENEZUELA ','O/C NUMERO:                   ','057706                        ','                              ','J-00037427-9   '
'M','M391    ','PROCTER & GAMBLE DE VENEZUELA ','EDIF. PROCTER & GAMBLE CALLE  ','ALTAGRACIA URB. SOROKAIMA  LA ','TRINIDAD BARUTA EDO. MIRANDA  ','J-00348730-9   '
'M','M392    ','NORDIK QUIMICA DE VZLA.  C.A. ','ZONA IND. GUAYABAL  CALLE C   ','PARCELA # 25  DETRAS DE AGUA M','LOS ALPES  GUARENAS - MIRANDA ','J-30044950-5   '
'M','M393    ','OIL  S.A.                     ','AV.ABRAHAN LINCOLN URB.SABANA ','GRANDE TORRE DOMUS PISO 16    ','CARACAS                       ','J-30735353-8   '
'M','M396    ','PAPELES VENEZOLANOS C.A       ','CALLE LAS MERCEDES ENTRE      ','GUAICAIPURI Y CARABOBO EFDIC  ','SORUM PISO 8 EL ROSAL.CARACAS ','J-075883098    '
'M','M400    ','SALES INDUSTRIALES  C.A.      ','AUTOPISTA DE ORIENTE ROMULO   ','BETANCOURT  ZONA INDUSTRIAL   ','BARBACOA  BARCELONA.          ','J-00348730-9   '
'M','M405    ','"FUNDAMERCADO"                ','SAN JUAN DE LOS MORROS        ','EDO GUARICO                   ','                              ','G-20001358-3   '
'M','M510    ','VASOS VENEZOLANOS C.A         ','AV MERIDA EL LAGO ZONA        ','INDUSTRIAL LA AMAQUITA        ','                              ','J-00348730-9   '
'M','M910    ','D . I . A . M . C . A .       ','C.C.VEGOSA  CARRETERA  VIA    ','STA ANA PORLAMAR NVA ESPARTA  ','                              ','J-00348730-9   '
'M','M930    ','INTEGRAL DE ABASTOS  C.A.     ','CALLE TAMANACO  DETRAS DE TAMA','YO & CIA. CONEJEROS  EDO. NVA.','ESPARTA                       ','J-00348730-9   '
'M','M940    ','C . O . N . S . U . M . A .   ','CALLE STA. ELENA  ZONA INDUS--','TRIAL SAN LUIS  FRENTE AL CON-','JUNTO RESID.LOS ROQUES  CUMANA','J-00348730-9   '
'M','M950    ','HERRERA GUAYANA  C.A.         ','PASEO MORENO MENDOZA LOCAL AN-','TIGUO  CINE PLAZA PLAZA CIUDAD','BOLIVAR EDO. BOLIVAR          ','J-00348730-9   '
'O','O007    ','COMERC.DE ALIMENTOS VALFA C.A.','CALLE NEGRO PRIMERO C/AV SUCRE','CAS N*4-4 SECTOR SAN JOAQUIN  ','SAN JOAQUIN EDO CARABOBO      ','J-301936167    '
'O','O008    ','CORPORACION MM&SI2008 C.A.    ','AV.LARA CON CALLE CARABOBO Y  ','SOUBLETTE C.C.GRAN BAZAR NIVEL','PB.LOCAL 2 VALENCIA           ','J-29795414-5   '
'O','O009    ','CAIP                          ','AVENIDA CARUPANO CAIGUIRE     ','CUMANA EDO SUCRE              ','                              ','J-00006365-6   '
'O','O011    ','CONVELAC C.A.                 ','ZONA INDUST.III CALLE 3 ENTRE ','CARRERA 2 Y 3 PARCELA N*152   ','BARQUISIMETO EDO LARA         ','J-00006365-6   '
'O','O013    ','DEL MONTE ANDINA C.A.         ','AV.PROLONGACION AV.BERMUDEZ   ','EDIF.PLANTA BAJA PISO 1 LOCAL ','1 ZONA IND.TURMERO EDO ARAGUA0','J-30546458-8   '
'O','O014    ','CVG ALUMINIO DE CARABOBO S.A. ','URB.INDUST.CARIBE CARRETERA   ','NACIONAL GUACARA SAN JOAQUIN  ','GUACARA EDO CARABOBO          ','J301663004     '
'O','O015    ','LECHE PLATINUM                ','AV.PRINCIPAL LA CANDELARIA    ','EDIF.LA CANDELARIA FILAS DE   ','MARICHE KM-9 CARACAS          ','J-00006365-6   '
'O','O017    ','GENERAL DE ALIMENTOS NISA C .A','O/C NUMERO:                   ','034230                        ','                              ','J-00006365-6   '
'O','O019    ','INVERSIONE FERMOPAL C.A.      ','AV.PRINCIPAL DE LA CASTELLANA ','BANCO DE LARA PISO 6 OF.61 URB','LA CASTELLANA CARACAS         ','J-30718416-7   '
'O','O021    ','FABRICA DE VELAS SAN CARLOS CA','O/C NUMERO:                   ','109224                        ','                              ','J-00006365-6   '
'O','O022    ','ECOGRASAS C.A.                ','CALLE 4 PARCELA N*C ZONA PARQU','E INDUSTRIAL MUNICIPAL 1 ETAPA','TINAQUILLO EDO COJEDES        ','J-29801313-3   '
'O','O023    ','ACEGRASAS  C.A.               ','AVENIDA LIBERTADOR EDIFICIO   ','PISO 04 CHACAO CARACAS        ','                              ','J-00006365-6   '
'O','O026    ','DEL MONTE ANDINA  C.A.        ','AVENIDA BERMUDEZ PLANTA IND.  ','ARAGUA                        ','                              ','J-00006365-6   '
'O','O027    ','DEL MONTE ANDINA (CADENAS)    ','AVENIDA BERMUDEZ PLANTA IND.  ','ARAGUA                        ','                              ','J-00006365-6   '
'O','O029    ','EMBOTELLADORA TEREPAIMA  C.A. ','CALLE DR.GUILLERMO ALVIZU CON ','CALLE SAN RAFAEL  CABUDARE    ','ESTADO LARA                   ','J-00006365-6   '
'O','O032    ','DEMASECA  C.A.                ','3ra. AVENIDA LAS DELICIAS DE  ','SABANA GRANDE  EDIFICIO LAS   ','DELICIAS  1er PISO CARACAS    ','J-00006365-6   '
'O','O034    ','GANMAQUIN DE VENEZUELA  C.A.  ','CALLE ORINOCO  GALPON 05 ZONA ','INDUSTRIAL EL PINONAL MARACAY ','EDPO. ARAGUA                  ','J-00006365-6   '
'O','O035    ','GANMAQUIN DE VENEZUELA  C.A.  ','CALLE ORINOCO GALPON 05  ZONA ','INDUSTRIAL EL PINONAL MARACAY ','EDO. ARAGUA                   ','J-00006365-6   '
'O','O038    ','PRODUCTOS FAMILIA  S.A.       ','Carret.Guatire Caucagua Zona  ','Indust.Terrinca Sector El Desv','io Galpones 3-4 Edo.Miranda   ','J-00006365-6   '
'O','O040    ','FABRICA BRILUX C.A            ','URB INDUSTRIAL ESTE PARC F 15 ','MANZANA F LOTE 1 AV N# 1      ','GUARENAS EDO MIRANDA          ','J-00006365-6   '
'O','O075    ','AZUCARERA RIO TURBIO  C.A.    ','CARRETERA VIEJA VIA YARITAGUA ','SECTOR CHOROBOBO  HACIENDA LA ','UNION  BARQUISIMETO EDO. LARA ','J-00006365-6   '
'O','O076    ','C.A. CENTRAL LA PASTORA       ','CARRETERA PANAMERICANA VIA    ','LARA TRUJILLO Km. 495  LA     ','PASTORA                       ','J-00006365-6   '
'O','O090    ','INPROA RRC C.A.               ','CARRETARA ARAURE AGUA BLCA SEC',' POTRERO DE ARMO VIA FERROCARR',' L. ARAURE-Edo. PORTUGUESA    ','J-00006365-6   '
'O','O120    ','INDUSTRIALIZACIONES FARALLON  ','AVENIDA PRINCIPAL LOS MESONES ','MULTICENTRO EMPRESARIAL       ','MESONES LOCAL N*3 BARCELONA   ','J-00006365-6   '
'O','O171    ','NESTLE VENEZUELA  S.A.        ','PLAZA VENEZUELA LOS CAOBOS  ED','POLAR PLANTA BAJA  CARACAS    ','                              ','J-00006365-6   '
'O','O190    ','ALMACENADORA ASOPORTUGUESAC.A.','AV. LOS AGRICULTORES FRENTE AL','COMANDO DE LA GUARDIA NACIONAL','ARAURE EDO. PORTUGUESA        ','J-00006365-6   '
'O','O202    ','LA LUCHA  C.A.                ','1ra. AVENIDA #15  PARQUE IND. ','INDUSTRIAL EL TIGRE GUACARA   ','EDO. CARABOBO                 ','J-00006365-6   '
'O','O203    ','LA LUCHA  C.A.                ','AV. PEDRO RUSSO FERRER  EDIF. ','AGROMIL 1  URB. EL TAMBOR  LOS','TEQUES EDO. MIRANDA           ','J-00006365-6   '
'O','O212    ','LACTEOS HERMANOS CAMACHO  C.A.','1RA CALLE URB. LOS MOLINOS    ','EDIF. HNOS. CAMACHO  OFC. 103 ','SAN MARTIN CARACAS            ','J-00006365-6   '
'O','O228    ','INDAECA                       ','ZONA INDUSTRIAL SAN VICENTE II','CALLE A PARCELA 6 Y 7 MARACAY ','EDO. ARAGUA                   ','J-00006365-6   '
'O','O231    ','ARROZ CRISTAL  C.A.           ','CARRETERA VIA PAYARA  ACARIGUA','EDO. PORTUGUESA               ','                              ','J-00006365-6   '
'O','O233    ','MEAD JOHNSON NUTRITION VZLA SC','CALLE BERNARDETTE EDIF.BRISTOL','MYERS DE VZLA PB.URB.LOS      ','CORTIJOS DE LOURDES CARACAS   ','J-296961360    '
'O','O300    ','OLEAGINOSAS INDUSTRIALES  C.A.','URB. INDUSTRIAL LOS LLANOS VIA','GUANARE. ARAURE               ','EDO. PORTUGUESA               ','J-00006365-6   '
'O','O350    ','PRODUCTOS PISCICOLA PROPISCA  ','CARRETERA NACIONAL CUMANA -   ','CARUPANO PLANTA ENLATADORA    ','GUATAMARE CARIACO EDO SUCRE   ','J-00092975-0   '
'O','O370    ','LABORATORIOS SUBSTANTIAS  C.A ','O/C NUMERO:                   ','034004                        ','                              ','J-00006365-6   '
'O','O371    ','WARNER LAMBERT VZUELA.        ','O/C NUMERO:                   ','034006                        ','                              ','J-00006365-6   '
'O','O374    ','PRODUCTOS YUPI C.A.           ','AV.ABRAHAM LINCOLN EDIF.CENTUN','6 OF.B URB.SABANA GRANDE      ','CARACAS                       ','J-30665572-7   '
'O','O375    ','ALINA FOODS C.A.              ','O/C NUMERO:                   ','110687                        ','                              ','J-30503654-3   '
'O','O380    ','PROGRO C.A.                   ','AV.EUGENIO MENDOZA EDIF PROTI ','NAL FTE AL ESTADIO JOSE BERNAR','DO PEREZ VALENCIA EDO CARABOBO','J-00006365-6   '
'O','O390    ','PROCTER & GAMBLE DE VENEZUELA ','ZONA INDUSTRIAL CORPOINDUSTRIA','GALPON E-4 TINAQUILLO         ','EDO COJEDES                   ','J-00006365-6   '
'O','O391    ','PROCTER & GAMBLE DE VENEZUELA ','EDIF. PROCTER & GAMBLE CALLE  ','ALTAGRACIA URB. SOROKAIMA  LA ','TRINIDAD BARUTA EDO. MIRANDA  ','J-00006365-6   '
'O','O393    ','RIPA  S.A.                    ','AV.ABRAHAN LINCOLN URB.SABANA ','GRANDE TORRE DOMUS PISO 16    ','CARACAS                       ','J-00006365-6   '
'O','O400    ','SALES INDUSTRIALES  C.A.      ','AUTOPISTA DE ORIENTE ROMULO   ','BETANCOURT  ZONA INDUSTRIAL   ','BARBACOA  BARCELONA.          ','J-00006365-6   '
'O','O405    ','"FUNDAMERCADO"                ','SAN JUAN DE LOS MORROS        ','EDO GUARICO                   ','                              ','J-00006365-6   '
'P','P008    ','CORPORACION MM&SI2008 C.A.    ','AV.LARA CON CALLE CARABOBO Y  ','SOUBLETTE C.C.GRAN BAZAR.NIVEL','PB LOCAL 2 VALENCIA           ','J-29776044-0   '
'P','P014    ','CVG ALUMINIO DE CARBOBO S.A.  ','URB.INDUSTRIAL CARIBE CARRETE ','RA NACIONAL GUACARA ESTADO    ','CARABOBO                      ','J-301663004    '
'P','P022    ','ECOGRASAS C.A.                ','CALLE 4 PARCELA N*C ZONA PARQU','E INDUSTRIAL MUNICIPAL 1 ETAPA','TINAQUILLO EDO COJEDES        ','J-29801313-3   '
'P','P085    ','INDUSTRIAS DON PEDRO C.A.     ','CALLE BB CAMPO AYACUCHO CASA N','S/N SECTOR CAMPO AYACUCHO     ','                              ','J-30339823-5   '
'P','P090    ','INPROA RRC C.A.               ','CARRETERA ARAURE AGUA BLANCA  ','SECT.POTRERO DE ARMO VIA FERRO','CARIL ARAURE EDO PORTUGUESA   ','J-30827011-3   '
'P','P233    ','MEAD JOHNSON NUTRITION VZLA SC','CALLE BERNARDETTE EDIF.BRISTOL','MYERS DE VZLA PB.URB.LOS CORTI','JOS DE LOURDES CARACAS        ','J-29696136-0   '
'P','P235    ','KRAFT FOODS VENEZUELA C.A.    ','AV.FRANCISCO DE MIRANDA EDIF. ','SEGUROS VENEZUELA PISO 2 OFIC.','P2 URB.CAMPO ALEGRE CARACAS   ','J-30131018-7   '
'P','P236    ','CADBRY ADAMS S.A.             ','AV.FRANCISCO DE MIRANDA EDIF. ','CENTRO SEGUROS SUDAMERICA PISO','1 OF.1 URB.EL ROSAL CARACAS   ','J-00000471-4   '
'U','U002    ','GRASACA GRASAS SAN CARLOS     ','AV LA SALLE TORRE PHELPS PISO ','14 OFICINA A Y C CARACAS      ','                              ','J-31104331-4   '
'U','U003    ','ALIMENTOS NATROPIC S.A.       ','URB.INDUSTRIAL LA QUIZANDA AVE','CIRCUNVALACION GALPON N*107   ','VALENCIA  EDO CARABOBO        ','J-30717543-5   '
'U','U007    ','COMERC.DE ALIMENTOS VALFA C.A.','CALLE NEGRO PRIMERO C/AV SUCRE','CAS N*4-4 SECTOR SAN JOAQUIN  ','SAN JOAQUIN EDO CARABOBO      ','J-301936167    '
'U','U009    ','CAIP                          ','AV.CARUPANO SECTOR CAIGUIRE   ','CUMANA ESTADO SUCRE           ','                              ','J-00019463-7   '
'U','U010    ','C.A SUCESORA DE JOSE PUIG&CIA ','FINAL 2DA TRANV.EDIF.PUIG LOS ','CORTIJOS DE LOUDES MIRANDA    ','CARACAS                       ','J-00019463-7   '
'U','U014    ','CVG ALUMINIO DE CARABOBO S.A. ','URB.INDUSTRIAL CARIBE CARRETE ','RA NACIONAL GUACARA ESTADO    ','CARABOBO                      ','J-301663004    '
'U','U016    ','PRODUCTOS DALVI C.A.          ','Zona Industrial 1 etapa calle ','139.                          ','Maracaibo-Edo-Zulia.          ','J-075009630    '
'U','U017    ','GENERAL ALIMENTOS NISA C.A.   ',' AVENIDA 70 ZONA INDUSTRIAL II','ENTRE CALLES 150 Y 151        ','MARACAIBO EDO ZULIA           ','J-300711709-7  '
'U','U019    ','INVERSIONES FERMOPAL C.A      ','AV.PRINCIPAL DE LA CASTELLANA ','EDIF.BANCO LARA PISO 6 OF.61  ','URB.LA CASTELLANA CARACAS     ','J-30718416-7   '
'U','U022    ','ECOGRASAS C.A.                ','CALLE 4 PARCELA N*C ZONA PARQU','E INDUSTRIAL MUNICIPAL 1 ETAPA','TINAQUILLO EDO COJEDES        ','J-29801313-3   '
'U','U075    ','CORPORACION NEVERI C.A.       ','CALLE LA GUAIRITA EDIFICIO    ','MINAGUA OFIC.11-B LA BONITA   ','BARUTA ESTADO MIRANDA         ','J-300242536    '
'U','U085    ','INDUSTRIAS DON PEDRO C.A.     ','CALLE BB CAMPO AYACUCHO CASA N','S/N SECTOR CAMPO AYACUCHO MCBO','                              ','J-30339823-5   '
'U','U165    ','MULTIPHONE VENEZUELA  C.A.    ','Av San Francisco torre Califor','nia  piso I  ofic IA.         ','Caracas.                      ','J30689329-6    '
